"chromosome","begin","end","width","strand","unique_id","gene_id","gene_name","gene_type","gene_region","Nr_of_region","Total_nr_of_region","window_number","baseMean","log2FoldChange","lfcSE","stat","pvalue","pSlidingWindows","pSlidingWindows.adj","p_adj_IHW","significant"
"chr16",30069889,30069939,50,"+","ENSG00000149925.22:CDS0008W00294","ENSG00000149925.22","ALDOA","protein_coding","CDS",8,8,294,10.5085061822251,7.64454552104124,2.86308109523759,2.67004156248214,0.00379209292240045,0.0189604646120022,0.158872402916937,0.0420022446696348,FALSE
"chr16",30069909,30069959,50,"+","ENSG00000285043.3:3UTR0013W00846","ENSG00000285043.3","CTD-2515O10.6","protein_coding","3UTR",13,14,846,6.09931352436645,6.86382348811432,3.70182442469462,1.85417315913911,0.0318571953939693,0.159285976969847,0.261842595694626,1,FALSE
"chr16",30069909,30069959,50,"+","ENSG00000149925.22:CDS0008W00295","ENSG00000149925.22","ALDOA","protein_coding","CDS",8,8,295,6.09931352436645,6.86382348811432,3.70182442469462,1.85417315913911,0.0318571953939693,0.159285976969847,0.261842595694626,1,FALSE
"chr16",30069929,30069979,50,"+","ENSG00000285043.3:3UTR0013W00847","ENSG00000285043.3","CTD-2515O10.6","protein_coding","3UTR",13,14,847,5.89369840757771,5.36796468756282,3.48637207093618,1.5396993144571,0.0618168320107176,0.24726732804287,0.340661643530639,1,FALSE
"chr16",30069929,30069979,50,"+","ENSG00000149925.22:CDS0008W00296","ENSG00000149925.22","ALDOA","protein_coding","CDS",8,8,296,5.89369840757771,5.36796468756282,3.48637207093618,1.5396993144571,0.0618168320107176,0.24726732804287,0.340661643530639,1,FALSE
"chr16",30069949,30069999,50,"+","ENSG00000285043.3:3UTR0013W00848","ENSG00000285043.3","CTD-2515O10.6","protein_coding","3UTR",13,14,848,4.33268028537419,3.93002274019988,3.71114136819974,1.05897952955274,0.144804551251654,0.434413653754961,0.515932504721187,1,FALSE
"chr16",30069949,30069999,50,"+","ENSG00000149925.22:CDS0008W00297","ENSG00000149925.22","ALDOA","protein_coding","CDS",8,8,297,4.33268028537419,3.93002274019988,3.71114136819974,1.05897952955274,0.144804551251654,0.434413653754961,0.515932504721187,1,FALSE
"chr16",30070176,30070226,50,"+","ENSG00000285043.3:3UTR0014W00859","ENSG00000285043.3","CTD-2515O10.6","protein_coding","3UTR",14,14,859,3.65497878266681,3.66939407949532,3.92667797348545,0.934477974581207,0.175028696131913,0.52508608839574,0.605458222481373,1,FALSE
"chr16",30070176,30070226,50,"+","ENSG00000149925.22:3UTR0008W00308","ENSG00000149925.22","ALDOA","protein_coding","3UTR",8,8,308,3.65497878266681,3.66939407949532,3.92667797348545,0.934477974581207,0.175028696131913,0.52508608839574,0.605458222481373,1,FALSE
"chr16",30070196,30070246,50,"+","ENSG00000285043.3:3UTR0014W00860","ENSG00000285043.3","CTD-2515O10.6","protein_coding","3UTR",14,14,860,5.82131892535391,3.76149389300565,3.35967911729257,1.11959915268244,0.131442308411214,0.525769233644857,0.606040704319816,1,FALSE
"chr16",30070196,30070246,50,"+","ENSG00000149925.22:3UTR0008W00309","ENSG00000149925.22","ALDOA","protein_coding","3UTR",8,8,309,5.82131892535391,3.76149389300565,3.35967911729257,1.11959915268244,0.131442308411214,0.525769233644857,0.606040704319816,1,FALSE
"chr16",30070216,30070266,50,"+","ENSG00000285043.3:3UTR0014W00861","ENSG00000285043.3","CTD-2515O10.6","protein_coding","3UTR",14,14,861,3.18289239674817,4.45526042403041,4.20159296403668,1.06037411576156,0.144487216562623,0.722436082813113,0.79918611500281,1,FALSE
"chr16",30070216,30070266,50,"+","ENSG00000149925.22:3UTR0008W00310","ENSG00000149925.22","ALDOA","protein_coding","3UTR",8,8,310,3.18289239674817,4.45526042403041,4.20159296403668,1.06037411576156,0.144487216562623,0.722436082813113,0.79918611500281,1,FALSE
"chr16",30070236,30070286,50,"+","ENSG00000285043.3:3UTR0014W00862","ENSG00000285043.3","CTD-2515O10.6","protein_coding","3UTR",14,14,862,5.76046277301276,6.78154940266512,3.76337924614263,1.80198405717841,0.0357739569617831,0.143095827847132,0.249228283283624,1,FALSE
"chr16",30070236,30070286,50,"+","ENSG00000149925.22:3UTR0008W00311","ENSG00000149925.22","ALDOA","protein_coding","3UTR",8,8,311,5.76046277301276,6.78154940266512,3.76337924614263,1.80198405717841,0.0357739569617831,0.143095827847132,0.249228283283624,1,FALSE
"chr16",30070256,30070306,50,"+","ENSG00000285043.3:3UTR0014W00863","ENSG00000285043.3","CTD-2515O10.6","protein_coding","3UTR",14,14,863,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.201573375582866,0.297112881409427,1,FALSE
"chr16",30070256,30070306,50,"+","ENSG00000149925.22:3UTR0008W00312","ENSG00000149925.22","ALDOA","protein_coding","3UTR",8,8,312,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.201573375582866,0.297112881409427,1,FALSE
"chr16",30076017,30076067,50,"+","ENSG00000149923.14:5UTR0001W00003","ENSG00000149923.14","PPP4C","protein_coding","5UTR",1,6,3,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.134382250388577,0.241144433503613,1,FALSE
"chr16",30076037,30076087,50,"+","ENSG00000149923.14:5UTR0001W00004","ENSG00000149923.14","PPP4C","protein_coding","5UTR",1,6,4,4.74391051895169,6.5020537138278,3.99096525854071,1.62919326343755,0.0516360563073853,0.103272112614771,0.209089733388148,1,FALSE
"chr16",30085092,30085142,50,"+","ENSG00000149923.14:3UTR0006W00458","ENSG00000149923.14","PPP4C","protein_coding","3UTR",6,6,458,4.66023105367842,6.4756327676231,3.6484311044866,1.77490888060344,0.0379564668610386,0.0759129337220773,0.187714449865563,1,FALSE
"chr16",30085112,30085162,50,"+","ENSG00000149923.14:3UTR0006W00459","ENSG00000149923.14","PPP4C","protein_coding","3UTR",6,6,459,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.177737776061912,0.275841899494444,1,FALSE
"chr16",30651835,30651885,50,"+","ENSG00000156858.12:CDS0003W00059","ENSG00000156858.12","PRR14","protein_coding","CDS",3,9,59,4.49287212313189,6.41538993305781,3.62692237905494,1.76882471213223,0.0384615657038934,0.0384615657038934,0.166202615419645,1,FALSE
"chr16",30658690,30658740,50,"+","ENSG00000156860.16:5UTR0001W00014","ENSG00000156860.16","FBRS","protein_coding","5UTR",1,17,14,5.85240801880729,6.78768650119122,3.34146948820655,2.03134774240729,0.0211098657524021,0.0422197315048041,0.166202615419645,1,FALSE
"chr16",30658710,30658760,50,"+","ENSG00000156860.16:5UTR0001W00015","ENSG00000156860.16","FBRS","protein_coding","5UTR",1,17,15,5.85240801880729,6.78768650119122,3.34146948820655,2.03134774240729,0.0211098657524021,0.0422197315048041,0.166202615419645,1,FALSE
"chr16",30659410,30659460,50,"+","ENSG00000156860.16:5UTR0001W00050","ENSG00000156860.16","FBRS","protein_coding","5UTR",1,17,50,5.93608748408056,6.81129943682906,3.31515530631485,2.05459437265416,0.0199590998289192,0.0199590998289192,0.160394896972292,1,FALSE
"chr16",30698561,30698611,50,"+","ENSG00000080603.17:intron0001W00019","ENSG00000080603.17","SRCAP","protein_coding","intron",1,33,19,7.18498771128994,4.0605436979982,2.79213251507723,1.45428043836447,0.0729342857863848,0.218802857359154,0.316022790798694,1,FALSE
"chr16",30698581,30698631,50,"+","ENSG00000080603.17:intron0001W00020","ENSG00000080603.17","SRCAP","protein_coding","intron",1,33,20,6.44643005624141,6.92658299649815,3.250636238479,2.13083916142495,0.0165511974378314,0.0662047897513257,0.182089910422669,1,FALSE
"chr16",30698601,30698651,50,"+","ENSG00000080603.17:intron0001W00021","ENSG00000080603.17","SRCAP","protein_coding","intron",1,33,21,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.268764500777154,0.358598403270459,1,FALSE
"chr16",30698621,30698671,50,"+","ENSG00000080603.17:intron0001W00022","ENSG00000080603.17","SRCAP","protein_coding","intron",1,33,22,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.355475552123824,0.440704261781037,1,FALSE
"chr16",30698661,30698711,50,"+","ENSG00000080603.17:intron0001W00024","ENSG00000080603.17","SRCAP","protein_coding","intron",1,33,24,4.23770083705146,6.33452389297341,3.71393751993873,1.70560863206926,0.0440404855664449,0.132121456699335,0.241144433503613,1,FALSE
"chr16",30698681,30698731,50,"+","ENSG00000080603.17:intron0001W00025","ENSG00000080603.17","SRCAP","protein_coding","intron",1,33,25,3.89885008569777,6.21366703143138,3.8175025549816,1.62767855212643,0.0517965316043767,0.103593063208753,0.209089733388148,1,FALSE
"chr16",30700675,30700725,50,"+","ENSG00000080603.17:5UTR0004W00125","ENSG00000080603.17","SRCAP","protein_coding","5UTR",4,34,125,5.08276127030538,6.60137326205654,3.90695608499108,1.68964613843916,0.0455478367074272,0.0910956734148544,0.195165209942454,1,FALSE
"chr16",30700695,30700745,50,"+","ENSG00000080603.17:5UTR0004W00126","ENSG00000080603.17","SRCAP","protein_coding","5UTR",4,34,126,5.42161202165907,6.69428227339042,3.83129982401013,1.74726139453729,0.0402960032015157,0.0805920064030315,0.191497405305179,1,FALSE
"chr16",30704083,30704133,50,"+","ENSG00000080603.17:CDS0005W00295","ENSG00000080603.17","SRCAP","protein_coding","CDS",5,34,295,6.23668204919203,5.44041733967173,3.06946245401405,1.77243325864993,0.0381613325156499,0.2289679950939,0.324030435881905,1,FALSE
"chr16",30704086,30704136,50,"+","ENSG00000282034.1:CDS0001W00002","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",1,31,2,6.49185333527246,5.49671722142761,3.03110043682667,1.81343948707363,0.0348820319475205,0.209292191685123,0.304872689919933,1,FALSE
"chr16",30704103,30704153,50,"+","ENSG00000080603.17:CDS0005W00296","ENSG00000080603.17","SRCAP","protein_coding","CDS",5,34,296,5.81415183256508,5.33277013143456,3.12669629481973,1.70556063928237,0.044044956524514,0.264269739147084,0.356837928945053,1,FALSE
"chr16",30704106,30704156,50,"+","ENSG00000282034.1:CDS0001W00003","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",1,31,3,5.81415183256508,5.33277013143456,3.12669629481973,1.70556063928237,0.044044956524514,0.264269739147084,0.356837928945053,1,FALSE
"chr16",30704123,30704173,50,"+","ENSG00000080603.17:CDS0005W00297","ENSG00000080603.17","SRCAP","protein_coding","CDS",5,34,297,4.28725700634315,4.88591024465387,3.43225026212701,1.42352971709761,0.0772913268764838,0.463747961258903,0.544128810505363,1,FALSE
"chr16",30704126,30704176,50,"+","ENSG00000282034.1:CDS0001W00004","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",1,31,4,4.62610775769684,4.99982614746107,3.35299462412479,1.49115244966017,0.0679607372618042,0.407764423570825,0.492627741195643,1,FALSE
"chr16",30707317,30707367,50,"+","ENSG00000080603.17:5UTR0006W00457","ENSG00000080603.17","SRCAP","protein_coding","5UTR",6,34,457,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.154195981284576,0.256360785020628,1,FALSE
"chr16",30707322,30707368,46,"+","ENSG00000282034.1:CDS0002W00163","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",2,31,163,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.154195981284576,0.256360785020628,1,FALSE
"chr16",30707571,30707621,50,"+","ENSG00000080603.17:5UTR0007W00470","ENSG00000080603.17","SRCAP","protein_coding","5UTR",7,34,470,10.5921856474983,7.65716259110868,2.8782296784493,2.66037232832445,0.00390271565415993,0.0117081469624798,0.141872741662789,0.0356963262069463,FALSE
"chr16",30707571,30707621,50,"+","ENSG00000282034.1:CDS0003W00175","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",3,31,175,10.5921856474983,7.65716259110868,2.8782296784493,2.66037232832445,0.00390271565415993,0.0117081469624798,0.141872741662789,0.0366783786742029,FALSE
"chr16",30707591,30707641,50,"+","ENSG00000080603.17:5UTR0007W00471","ENSG00000080603.17","SRCAP","protein_coding","5UTR",7,34,471,7.34821375157584,4.11123407481792,2.81092164178693,1.46259291390434,0.0717894016902081,0.215368205070624,0.311590710968972,1,FALSE
"chr16",30707591,30707641,50,"+","ENSG00000282034.1:CDS0003W00176","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",3,31,176,7.34821375157584,4.11123407481792,2.81092164178693,1.46259291390434,0.0717894016902081,0.215368205070624,0.311590710968972,1,FALSE
"chr16",30707611,30707661,50,"+","ENSG00000080603.17:5UTR0007W00472","ENSG00000080603.17","SRCAP","protein_coding","5UTR",7,34,472,6.58683278359519,3.94143844393102,2.87265949744815,1.37205208185387,0.0850236125352678,0.255070837605803,0.349855469102824,1,FALSE
"chr16",30707611,30707661,50,"+","ENSG00000282034.1:CDS0003W00177","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",3,31,177,6.58683278359519,3.94143844393102,2.87265949744815,1.37205208185387,0.0850236125352678,0.255070837605803,0.349855469102824,1,FALSE
"chr16",30709672,30709722,50,"+","ENSG00000080603.17:CDS0008W00575","ENSG00000080603.17","SRCAP","protein_coding","CDS",8,34,575,5.25838598137317,6.63406249813201,3.45038334798244,1.92270302429183,0.0272586784114181,0.0545173568228362,0.173053100097683,1,FALSE
"chr16",30709672,30709722,50,"+","ENSG00000282034.1:CDS0004W00280","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",4,31,280,5.25838598137317,6.63406249813201,3.45038334798244,1.92270302429183,0.0272586784114181,0.0545173568228362,0.173053100097683,1,FALSE
"chr16",30709692,30709735,43,"+","ENSG00000080603.17:CDS0008W00576","ENSG00000080603.17","SRCAP","protein_coding","CDS",8,34,576,4.91953523001948,6.53651871087891,3.53205303918265,1.85062869621899,0.0321114942223307,0.0642229884446614,0.179516146355132,1,FALSE
"chr16",30709692,30709735,43,"+","ENSG00000282034.1:CDS0004W00281","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",4,31,281,4.91953523001948,6.53651871087891,3.53205303918265,1.85062869621899,0.0321114942223307,0.0642229884446614,0.179516146355132,1,FALSE
"chr16",30710998,30711048,50,"+","ENSG00000080603.17:CDS0011W00642","ENSG00000080603.17","SRCAP","protein_coding","CDS",11,34,642,3.68405863287666,2.81498879751741,3.49249669260739,0.806010440461099,0.210118414586399,0.420236829172797,0.506067693486605,1,FALSE
"chr16",30710998,30711048,50,"+","ENSG00000282034.1:CDS0007W00347","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",7,31,347,3.68405863287666,2.81498879751741,3.49249669260739,0.806010440461099,0.210118414586399,0.420236829172797,0.506067693486605,1,FALSE
"chr16",30711018,30711068,50,"+","ENSG00000080603.17:CDS0011W00643","ENSG00000080603.17","SRCAP","protein_coding","CDS",11,34,643,3.30695169528076,2.21017521593502,3.66088965202066,0.603726259466764,0.273012826301806,0.546025652603612,0.626737686538108,1,FALSE
"chr16",30711018,30711068,50,"+","ENSG00000282034.1:CDS0007W00348","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",7,31,348,3.30695169528076,2.21017521593502,3.66088965202066,0.603726259466764,0.273012826301806,0.546025652603612,0.626737686538108,1,FALSE
"chr16",30712261,30712311,50,"+","ENSG00000080603.17:CDS0014W00704","ENSG00000080603.17","SRCAP","protein_coding","CDS",14,34,704,3.4380636828286,4.5664333572131,3.73445664042032,1.22278387377371,0.110705668947157,0.110705668947157,0.218460042170425,1,FALSE
"chr16",30712261,30712311,50,"+","ENSG00000282034.1:CDS0010W00409","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",10,31,409,3.4380636828286,4.5664333572131,3.73445664042032,1.22278387377371,0.110705668947157,0.110705668947157,0.218460042170425,1,FALSE
"chr16",30716392,30716442,50,"+","ENSG00000080603.17:CDS0019W00911","ENSG00000080603.17","SRCAP","protein_coding","CDS",19,34,911,7.34517954904764,5.66515854342927,3.01852200369111,1.87679882290134,0.0302728359343041,0.0605456718686082,0.17506216006435,1,FALSE
"chr16",30716392,30716442,50,"+","ENSG00000282034.1:CDS0015W00616","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",15,31,616,7.34517954904764,5.66515854342927,3.01852200369111,1.87679882290134,0.0302728359343041,0.0605456718686082,0.17506216006435,1,FALSE
"chr16",30716412,30716462,50,"+","ENSG00000080603.17:CDS0019W00912","ENSG00000080603.17","SRCAP","protein_coding","CDS",19,34,912,7.68403030040133,5.73222429573382,2.95916394904559,1.93710939793742,0.0263659860358224,0.0527319720716448,0.171820444884163,1,FALSE
"chr16",30716412,30716462,50,"+","ENSG00000282034.1:CDS0015W00617","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",15,31,617,7.68403030040133,5.73222429573382,2.95916394904559,1.93710939793742,0.0263659860358224,0.0527319720716448,0.171820444884163,1,FALSE
"chr16",30720732,30720782,50,"+","ENSG00000080603.17:CDS0021W01127","ENSG00000080603.17","SRCAP","protein_coding","CDS",21,34,1127,3.89885008569777,6.21366703143138,3.8175025549816,1.62767855212643,0.0517965316043767,0.0517965316043767,0.171271988922055,1,FALSE
"chr16",30720732,30720782,50,"+","ENSG00000282034.1:CDS0017W00832","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",17,31,832,3.89885008569777,6.21366703143138,3.8175025549816,1.62767855212643,0.0517965316043767,0.0517965316043767,0.171271988922055,1,FALSE
"chr16",30720872,30720922,50,"+","ENSG00000080603.17:CDS0021W01134","ENSG00000080603.17","SRCAP","protein_coding","CDS",21,34,1134,4.99908180503211,6.57693116348214,3.5724389674123,1.84101988122869,0.0328093226442837,0.0328093226442837,0.165146252138822,1,FALSE
"chr16",30720872,30720922,50,"+","ENSG00000282034.1:CDS0017W00839","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",17,31,839,4.99908180503211,6.57693116348214,3.5724389674123,1.84101988122869,0.0328093226442837,0.0328093226442837,0.165146252138822,1,FALSE
"chr16",30721218,30721268,50,"+","ENSG00000282034.1:intron0017W00856","ENSG00000282034.1","RP11-2C24.9","protein_coding","intron",17,30,856,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.308391962569152,0.396329357444031,1,FALSE
"chr16",30721228,30721278,50,"+","ENSG00000080603.17:CDS0022W01151","ENSG00000080603.17","SRCAP","protein_coding","CDS",22,34,1151,4.40505976759799,6.39535635952239,4.08647268552585,1.56500651091454,0.058790691333755,0.23516276533502,0.327287550208359,1,FALSE
"chr16",30721238,30721288,50,"+","ENSG00000282034.1:intron0017W00857","ENSG00000282034.1","RP11-2C24.9","protein_coding","intron",17,30,857,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.268764500777154,0.358598403270459,1,FALSE
"chr16",30721248,30721298,50,"+","ENSG00000080603.17:CDS0022W01152","ENSG00000080603.17","SRCAP","protein_coding","CDS",22,34,1152,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.268764500777154,0.358598403270459,1,FALSE
"chr16",30723703,30723753,50,"+","ENSG00000080603.17:CDS0026W01274","ENSG00000080603.17","SRCAP","protein_coding","CDS",26,34,1274,2.97727727995943,3.35028979385557,4.21690189484729,0.794490808038326,0.213454879023915,0.426909758047829,0.510671957194048,1,FALSE
"chr16",30723703,30723753,50,"+","ENSG00000282034.1:CDS0020W00980","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",20,31,980,2.97727727995943,3.35028979385557,4.21690189484729,0.794490808038326,0.213454879023915,0.426909758047829,0.510671957194048,1,FALSE
"chr16",30723723,30723773,50,"+","ENSG00000080603.17:CDS0026W01275","ENSG00000080603.17","SRCAP","protein_coding","CDS",26,34,1275,3.9938295340205,3.80564616924424,3.81138334227507,0.998494726844401,0.159019760101766,0.318039520203532,0.405969846782766,1,FALSE
"chr16",30723723,30723773,50,"+","ENSG00000282034.1:CDS0020W00981","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",20,31,981,3.9938295340205,3.80564616924424,3.81138334227507,0.998494726844401,0.159019760101766,0.318039520203532,0.405969846782766,1,FALSE
"chr16",30724783,30724833,50,"+","ENSG00000080603.17:CDS0026W01328","ENSG00000080603.17","SRCAP","protein_coding","CDS",26,34,1328,8.56734691989746,7.33683101357494,3.00795018979019,2.43914644546913,0.00736100039453892,0.0147220007890778,0.154478929697412,0.0389565623745252,FALSE
"chr16",30724783,30724833,50,"+","ENSG00000282034.1:CDS0020W01034","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",20,31,1034,8.56734691989746,7.33683101357494,3.00795018979019,2.43914644546913,0.00736100039453892,0.0147220007890778,0.154478929697412,0.0398948246829052,FALSE
"chr16",30724803,30724853,50,"+","ENSG00000080603.17:CDS0026W01329","ENSG00000080603.17","SRCAP","protein_coding","CDS",26,34,1329,8.22849616854377,7.27776536256084,3.04880525665422,2.38708764578407,0.00849122103089849,0.016982442061797,0.157022477169529,0.0400871391320614,FALSE
"chr16",30724803,30724853,50,"+","ENSG00000282034.1:CDS0020W01035","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",20,31,1035,8.22849616854377,7.27776536256084,3.04880525665422,2.38708764578407,0.00849122103089849,0.016982442061797,0.157022477169529,0.0413305017543921,FALSE
"chr16",30729389,30729439,50,"+","ENSG00000080603.17:CDS0028W01558","ENSG00000080603.17","SRCAP","protein_coding","CDS",28,34,1558,4.1540213717782,6.30132037993936,3.72246510541331,1.69278158464825,0.0452485246078084,0.135745573823425,0.24151110924805,1,FALSE
"chr16",30729389,30729439,50,"+","ENSG00000282034.1:CDS0022W01264","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",22,31,1264,4.1540213717782,6.30132037993936,3.72246510541331,1.69278158464825,0.0452485246078084,0.135745573823425,0.24151110924805,1,FALSE
"chr16",30729409,30729459,50,"+","ENSG00000080603.17:CDS0028W01559","ENSG00000080603.17","SRCAP","protein_coding","CDS",28,34,1559,7.37930284502922,7.12213916018908,3.12411602058988,2.27972940609431,0.0113118710642271,0.0339356131926814,0.165146252138822,1,FALSE
"chr16",30729409,30729459,50,"+","ENSG00000282034.1:CDS0022W01265","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",22,31,1265,7.37930284502922,7.12213916018908,3.12411602058988,2.27972940609431,0.0113118710642271,0.0339356131926814,0.165146252138822,1,FALSE
"chr16",30729429,30729479,50,"+","ENSG00000080603.17:CDS0028W01560","ENSG00000080603.17","SRCAP","protein_coding","CDS",28,34,1560,5.78002853658349,4.33941475351374,3.03454393349542,1.43000557863576,0.0763577089803152,0.229073126940946,0.324030435881905,1,FALSE
"chr16",30729429,30729479,50,"+","ENSG00000282034.1:CDS0022W01266","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",22,31,1266,5.78002853658349,4.33941475351374,3.03454393349542,1.43000557863576,0.0763577089803152,0.229073126940946,0.324030435881905,1,FALSE
"chr16",30734515,30734565,50,"+","ENSG00000080603.17:CDS0031W01814","ENSG00000080603.17","SRCAP","protein_coding","CDS",31,34,1814,5.00321469529274,6.56472245076069,3.49859990522766,1.87638559097643,0.0303011758518852,0.0606023517037704,0.17506216006435,1,FALSE
"chr16",30734515,30734565,50,"+","ENSG00000282034.1:CDS0026W01520","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",26,31,1520,5.00321469529274,6.56472245076069,3.49859990522766,1.87638559097643,0.0303011758518852,0.0606023517037704,0.17506216006435,1,FALSE
"chr16",30734535,30734585,50,"+","ENSG00000080603.17:CDS0031W01815","ENSG00000080603.17","SRCAP","protein_coding","CDS",31,34,1815,4.40919265785863,6.38396973509794,3.64596134380617,1.75097021967694,0.0399755199475464,0.0799510398950928,0.191059307826549,1,FALSE
"chr16",30734535,30734585,50,"+","ENSG00000282034.1:CDS0026W01521","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",26,31,1521,4.40919265785863,6.38396973509794,3.64596134380617,1.75097021967694,0.0399755199475464,0.0799510398950928,0.191059307826549,1,FALSE
"chr16",30736259,30736309,50,"+","ENSG00000080603.17:CDS0032W01901","ENSG00000080603.17","SRCAP","protein_coding","CDS",32,34,1901,5.89369840757771,5.36796468756282,3.48637207093618,1.5396993144571,0.0618168320107176,0.123633664021435,0.230837386829216,1,FALSE
"chr16",30736259,30736309,50,"+","ENSG00000282034.1:CDS0027W01607","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",27,31,1607,5.89369840757771,5.36796468756282,3.48637207093618,1.5396993144571,0.0618168320107176,0.123633664021435,0.230837386829216,1,FALSE
"chr16",30736279,30736329,50,"+","ENSG00000080603.17:CDS0032W01902","ENSG00000080603.17","SRCAP","protein_coding","CDS",32,34,1902,5.89369840757771,5.36796468756282,3.48637207093618,1.5396993144571,0.0618168320107176,0.123633664021435,0.230837386829216,1,FALSE
"chr16",30736279,30736329,50,"+","ENSG00000282034.1:CDS0027W01608","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",27,31,1608,5.89369840757771,5.36796468756282,3.48637207093618,1.5396993144571,0.0618168320107176,0.123633664021435,0.230837386829216,1,FALSE
"chr16",30736540,30736590,50,"+","ENSG00000080603.17:CDS0033W01915","ENSG00000080603.17","SRCAP","protein_coding","CDS",33,34,1915,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.177737776061912,0.275841899494444,1,FALSE
"chr16",30736540,30736590,50,"+","ENSG00000282034.1:CDS0028W01621","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",28,31,1621,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.177737776061912,0.275841899494444,1,FALSE
"chr16",30736560,30736610,50,"+","ENSG00000080603.17:CDS0033W01916","ENSG00000080603.17","SRCAP","protein_coding","CDS",33,34,1916,3.65497878266681,3.66939407949532,3.92667797348545,0.934477974581207,0.175028696131913,0.350057392263827,0.436210583955473,1,FALSE
"chr16",30736560,30736610,50,"+","ENSG00000282034.1:CDS0028W01622","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",28,31,1622,3.65497878266681,3.66939407949532,3.92667797348545,0.934477974581207,0.175028696131913,0.350057392263827,0.436210583955473,1,FALSE
"chr16",30737068,30737118,50,"+","ENSG00000080603.17:CDS0034W01941","ENSG00000080603.17","SRCAP","protein_coding","CDS",34,34,1941,12.2864394042668,7.87123543942962,2.79385646825198,2.81733708544963,0.00242118370554502,0.00726355111663506,0.115545922870594,0.0293464361636105,FALSE
"chr16",30737068,30737118,50,"+","ENSG00000282034.1:CDS0029W01647","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",29,31,1647,12.2864394042668,7.87123543942962,2.79385646825198,2.81733708544963,0.00242118370554502,0.00726355111663506,0.115545922870594,0.0293464361636105,FALSE
"chr16",30737088,30737138,50,"+","ENSG00000080603.17:CDS0034W01942","ENSG00000080603.17","SRCAP","protein_coding","CDS",34,34,1942,12.6252901556205,7.91047282642017,2.77914464714387,2.84636959596536,0.0022110418451706,0.00663312553551179,0.112409541995995,0.0280917816522607,FALSE
"chr16",30737088,30737138,50,"+","ENSG00000282034.1:CDS0029W01648","ENSG00000282034.1","RP11-2C24.9","protein_coding","CDS",29,31,1648,12.6252901556205,7.91047282642017,2.77914464714387,2.84636959596536,0.0022110418451706,0.00663312553551179,0.112409541995995,0.02726780618077,FALSE
"chr16",30737108,30737158,50,"+","ENSG00000080603.17:CDS0034W01943","ENSG00000080603.17","SRCAP","protein_coding","CDS",34,34,1943,8.2202303880225,7.29098469202771,3.04941267555596,2.39094719795458,0.00840248476150953,0.0336099390460381,0.165146252138822,0.0550472739981087,FALSE
